,system:index,availablePixels_count,cloudcover_pct_scene,datetime_landsat,esd_au_scene,lakeCoverage_pct,sunazi_deg_scene,sunelev_deg_scene,surface_temp_kurtosis,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_p25,surface_temp_p75,surface_temp_skew,surface_temp_stdDev,.geo,landsat_time_utc,scene,is_temp_avg,is_temp_stdev,is_depth_avg,is_depth_stdev,is_temp_med,insitu_count,loon_median,loon_mean,loon_std,loon_count
11,1_2_1_LE07_013030_20170731,14966,3.0,1501515332090.0,1.0150403,87.1890474803379,139.58562656,59.70322169,12.983168508132172,35.53305836000004,22.82704136335535,22.867969031143275,21.173956340000014,22.45845085434705,22.893372583799472,2.796350985808039,0.9344056967980024,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-07-31 15:35:32.090000+00:00,LE07_013030_20170731,22.77,0.025298221281347903,1.5,0.0,22.775,6.0,22.775,22.77,0.02529822128134786,6.0
12,1_2_1_LE07_013030_20170901,5232,21.0,1504280130481.0,1.0091146,30.48062918729974,149.82034806,51.30168087,3.7069203323539055,22.58901662000005,19.133549609095223,19.232800337072437,13.168953500000043,18.89501567154419,19.57172561975965,-1.4974401640328625,0.9448992903493032,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-09-01 15:35:30.481000+00:00,LE07_013030_20170901,20.34,0.006324555320337748,1.5,0.0,20.34,6.0,20.34,20.34,0.006324555320337373,6.0
13,1_2_1_LE07_013030_20170917,15215,8.0,1505662528075.0,1.004999,88.63967375473348,154.88249609,46.08854595,8.909169437180138,29.07983660000002,21.774675515403256,21.559358205406596,19.76231408000001,21.559358205406596,22.013609068596352,1.7101745560612025,0.6902522825787945,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-09-17 15:35:28.075000+00:00,LE07_013030_20170917,20.89,0.06449806198638856,1.5,0.0,20.895,6.0,20.895,20.89,0.06449806198638865,6.0
14,1_2_1_LE07_013030_20171003,13667,4.0,1507044929573.0,1.0004927,79.62132245849112,159.09341814,40.51219885,10.103356334482704,22.052387479999997,17.865235244714178,17.88483972674415,14.727570620000051,17.510088447627886,18.213459156523378,1.566491713224212,0.432765443744706,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-10-03 15:35:29.573000+00:00,LE07_013030_20171003,18.606666666666666,0.07174027227901175,1.5,0.0,18.615000000000002,6.0,18.615000000000002,18.606666666666666,0.07174027227901231,6.0
17,1_2_1_LE07_013030_20180531,14912,32.0,1527780771477.0,1.0139012,86.87445383046898,137.93598512,63.7309947,0.6167375101364847,23.781905600000016,13.336831936451883,13.719946083053404,3.49595690000001,12.056871259530906,15.063517380554272,-0.4409035666557413,2.6557741961739514,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-05-31 15:32:51.477000+00:00,LE07_013030_20180531,16.59,0.341935666463737,0.45,0.30983866769659335,16.39,6.0,16.39,16.59,0.3419356664637372,6.0
18,1_2_1_LE07_013030_20180702,11480,15.0,1530545535711.0,1.0166839,66.88027963879989,133.61339619,63.7110563,6.6048774333030345,31.674113780000027,23.474561288952412,23.081604113803984,21.026981480000018,23.081604113803984,23.590575851164747,2.096020225340334,1.154226938231473,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-07-02 15:32:15.711000+00:00,LE07_013030_20180702,23.578333333333333,0.26865715450489397,0.45,0.30983866769659335,23.450000000000003,6.0,23.450000000000003,23.578333333333333,0.26865715450489386,6.0
19,1_2_1_LE07_013030_20180718,15161,2.0,1531927917797.0,1.0162793,88.32508010486455,135.09932315,61.68721521,0.2933532033291568,29.117434820000028,24.5101338655767,24.43979461273879,21.669569239999987,23.93886387437314,24.93165597777212,0.5226081175190259,0.7718655325216488,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-07-18 15:31:57.797000+00:00,LE07_013030_20180718,24.256666666666664,0.07527726527090826,0.45,0.30983866769659335,24.229999999999997,6.0,24.229999999999997,24.256666666666664,0.07527726527090679,6.0
20,1_2_1_LE07_013030_20180819,14641,19.0,1534692682672.0,1.0120151,85.29565977279347,143.7430742,54.70633965,16.97695278209221,28.567133600000037,23.3293811986272,23.398912089916102,21.20813654000005,23.041110154065123,23.398912089916102,2.8643217760776074,0.4533765017569707,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-08-19 15:31:22.672000+00:00,LE07_013030_20180819,23.878333333333334,0.053072277760302496,0.45,0.30983866769659335,23.85,6.0,23.85,23.878333333333334,0.05307227776030244,6.0
21,1_2_1_LE07_013030_20180904,9193,24.0,1536075062812.0,1.0084507,53.55665598601807,149.0863873,50.0208082,3.852928589192655,28.97387798,22.667167163456718,22.58707482744168,19.160742560000017,22.11148944389268,23.057989863474408,1.1155790175197209,0.8308879337587064,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-09-04 15:31:02.812000+00:00,LE07_013030_20180904,23.663333333333338,0.2593581821856913,0.45,0.30983866769659335,23.5,6.0,23.5,23.66333333333333,0.25935818218569096,6.0
25,1_2_1_LE07_013030_20190603,14776,20.0,1559575375492.0,1.014316,86.08214389746577,132.9852241,62.6770968,3.364337425621132,22.794097820000047,15.119288937461896,15.01782644173205,13.27491212000001,14.315109637542765,15.55907662701879,1.4734520322899407,1.0031543506199372,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-06-03 15:22:55.492000+00:00,LE07_013030_20190603,14.488333333333335,0.011690451944499872,1.5,0.0,14.49,6.0,14.49,14.488333333333335,0.011690451944499632,6.0
26,1_2_1_LE07_013030_20190705,14844,6.0,1562340104531.0,1.0167008,86.47829886396737,129.3490062,61.97603131,3.0045022361711045,35.46811597999999,24.723653104509317,24.955104683131736,19.47178238000004,24.49703857500286,25.39867861006268,0.5062603827713965,1.620128582354953,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-07-05 15:21:44.531000+00:00,LE07_013030_20190705,24.598333333333333,0.12480651692386471,1.5,0.0,24.615000000000002,6.0,24.615000000000002,24.598333333333333,0.12480651692386395,6.0
27,1_2_1_LE07_013030_20190806,14342,12.0,1565104827959.0,1.014301,83.5537430818526,135.24104759,56.61412127,14.887571512334771,31.38358208,23.806517870776386,23.94192455575873,22.387353440000027,23.561827972326803,23.94192455575873,2.969411109160409,0.6567346727952674,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-08-06 15:20:27.959000+00:00,LE07_013030_20190806,25.36333333333333,0.12274635093014762,1.5,0.0,25.395000000000003,6.0,25.395000000000003,25.363333333333333,0.12274635093014873,6.0
28,1_2_1_LE07_013030_20190822,10650,61.0,1566487187761.0,1.0114615,62.04485872414798,140.40007468,52.6495023,5.800224312316095,32.511528680000026,25.68142043642707,25.387432581655524,23.62809470000002,25.35900180918181,25.94570215599504,1.452322724501149,0.7545351662885025,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-08-22 15:19:47.761000+00:00,LE07_013030_20190822,24.13,0.055497747702046275,1.5,0.0,24.115000000000002,6.0,24.115000000000002,24.13,0.055497747702045526,6.0
29,1_2_1_LE07_013030_20190907,12988,8.0,1567869546333.0,1.0077679,75.66559860180601,145.82302021,47.98254106,5.61788311729106,24.64324664000003,20.05397144907269,20.087138121392627,16.542539239999996,19.71138125162804,20.470383352423884,-0.0907944132075655,0.4910461911779936,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-09-07 15:19:06.333000+00:00,LE07_013030_20190907,20.633333333333336,0.036696957185394674,1.5,0.0,20.634999999999998,6.0,20.634999999999998,20.633333333333333,0.03669695718539524,6.0
30,1_2_1_LE07_013030_20191009,14373,63.0,1570634264116.0,0.9989185,83.7343431401107,154.86056528,37.3191507,4.133927866522432,17.393626219999987,14.781294427194542,14.648491524823902,12.516111679999996,14.648491524823902,14.976408983793473,0.0972216894276464,0.3893254997654346,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-10-09 15:17:44.116000+00:00,LE07_013030_20191009,15.538333333333332,0.01329160135825191,1.5,0.0,15.54,6.0,15.54,15.538333333333334,0.013291601358252364,6.0
32,1_2_1_LE07_013030_20200520,14632,0.0,1589987163964.0,1.0120347,85.24322749781533,129.64352364,58.80676326,5.82006869387669,24.26726444000002,12.966239216464052,12.841611584535109,10.400357299999996,12.483398421172966,13.5336499311733,1.883667486055126,1.398700590561319,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-05-20 15:06:03.964000+00:00,LE07_013030_20200520,12.123333333333333,0.08914407813571637,1.5,0.0,12.120000000000001,6.0,12.120000000000001,12.123333333333333,0.08914407813571612,6.0
33,1_2_1_LE07_013030_20200621,13256,11.0,1592751851160.0,1.016285,77.22691523448879,122.96927887,60.27403909,4.29083584007306,34.76400386,25.04717228696173,25.06560543535865,19.14023444000003,24.5673048431877,25.562409479027785,0.96853112235895,1.390928676029974,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-06-21 15:04:11.160000+00:00,LE07_013030_20200621,23.778333333333332,0.18269282051210112,1.5,0.0,23.744999999999997,6.0,23.744999999999997,23.778333333333332,0.1826928205121008,6.0
34,1_2_1_LE07_013030_20200824,14076,21.0,1598281213173.0,1.0108827,82.00407806583164,134.72439763,49.49579227,9.331369044018906,30.91873136000004,23.491933224557357,23.67105059390888,22.17201818000001,23.172566044133728,23.67105059390888,2.129755410082774,0.7466154611702382,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-08-24 15:00:13.173000+00:00,LE07_013030_20200824,24.071666666666662,0.03250640962435916,1.5,0.0,24.055,6.0,24.055,24.07166666666667,0.03250640962435829,6.0
35,1_2_1_LE07_013030_20200909,14589,39.0,1599663550306.0,1.0070785,84.99271773958637,140.27453906,44.94950325,2.3023425057138844,25.29950647999999,18.29457937379332,18.48063989438096,14.854037360000008,17.689854451452177,18.89439415693705,0.3728362404109754,0.9607854470970392,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-09-09 14:59:10.306000+00:00,LE07_013030_20200909,21.186666666666667,0.026583202716502483,1.5,0.0,21.195,6.0,21.195,21.186666666666667,0.026583202716501678,6.0
36,1_2_1_LE07_013030_20200925,14316,7.0,1601045886948.0,1.0027235,83.40227206524905,145.35730653,39.91006948,11.649687091064768,24.53386999999998,17.737097770765317,17.794781222010585,16.347712100000024,17.321392402907097,17.794781222010585,2.5984523994746453,0.6599798198239389,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-09-25 14:58:06.948000+00:00,LE07_013030_20200925,17.12333333333333,0.05046450898073512,1.5,0.0,17.134999999999998,6.0,17.134999999999998,17.12333333333333,0.05046450898073476,6.0
37,2_1_LC08_013030_20150702,12946,38.28,1435851138313.0,1.0166499,75.42091465190795,133.72996396,63.76875145,1.252472626615268,28.57055162000006,20.79129415303459,20.815329566373315,17.17145492000003,20.06573778925038,21.43560496982599,0.6356041641632904,0.9341666374710688,"{""type"":""MultiPoint"",""coordinates"":[]}",2015-07-02 15:32:18.313000+00:00,LC08_013030_20150702,20.32166666666667,0.043089055068156315,1.5,0.0,20.32,6.0,20.32,20.32166666666667,0.04308905506815551,6.0
38,2_1_LC08_013030_20150803,17194,4.47,1438615951019.0,1.0146895,100.16894844159629,139.14819971,58.83560768,7.8690077147203485,36.36021920000002,25.725559445152907,25.432527137714235,24.807311600000048,25.18991554824756,25.80926145829691,2.455509345720852,1.0166648598867658,"{""type"":""MultiPoint"",""coordinates"":[]}",2015-08-03 15:32:31.019000+00:00,LC08_013030_20150803,24.105,0.005477225575050572,1.5,0.0,24.105,6.0,24.105,24.105,0.005477225575051414,6.0
39,2_1_LC08_013030_20150819,11107,9.14,1439998358478.0,1.012069,64.70725313137197,144.2445821,54.94710635,11.036156146594136,32.64483145999998,24.68058214991472,24.68630860307112,23.228186359999995,24.31727185163485,25.06196639072146,1.8327567989711453,0.6026035134161558,"{""type"":""MultiPoint"",""coordinates"":[]}",2015-08-19 15:32:38.478000+00:00,LC08_013030_20150819,24.9265,0.05994521308185056,1.0,0.5345224838248488,24.9405,8.0,24.9405,24.9265,0.05994521308184998,8.0
42,2_1_LC08_013030_20160618,17194,1.39,1466263956899.0,1.0160777,100.16894844159629,134.57008546,64.50011369,6.259097391994118,33.51642656000001,20.861573105529008,20.55801488800563,18.94198928000003,20.31487115716409,21.183799999443657,2.07818965012829,1.293790543598923,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-06-18 15:32:36.899000+00:00,LC08_013030_20160618,19.15,0.45549972557620694,1.5,0.0,19.240000000000002,6.0,19.240000000000002,19.150000000000002,0.4554997255762061,6.0
43,2_1_LC08_013030_20160704,17194,0.37,1467646366324.0,1.0167509,100.16894844159629,134.01464955,63.57486272,6.768590553061596,34.46663612000003,22.648674027854405,22.307983236884382,21.649061120000056,22.06407132198811,23.065020427097476,2.1754329964568924,1.0600659359894695,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-07-04 15:32:46.324000+00:00,LC08_013030_20160704,21.875,0.07661592523751179,1.5,0.0,21.865000000000002,6.0,21.865000000000002,21.875,0.07661592523751126,6.0
44,2_1_LC08_013030_20160720,16973,10.86,1469028772539.0,1.0160836,98.88144480046608,136.03628261,61.43123596,5.333993822403292,30.81960878000001,23.88494027556005,23.693262964416537,22.58218058,23.565154531131345,24.0645964996814,1.77599134307101,0.6525362853508996,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-07-20 15:32:52.539000+00:00,LC08_013030_20160720,23.313333333333333,0.07033254343948314,1.5,0.0,23.295,6.0,23.295,23.313333333333333,0.070332543439482,6.0
45,2_1_LC08_013030_20160805,11637,6.44,1470411175320.0,1.014357,67.79493154675211,140.11159294,58.27156628,0.2789913186554602,27.794661080000022,19.746847832926456,21.064400075737897,9.562942399999995,18.560007041260278,21.811981126888348,-1.0864536458255014,3.1887597724973484,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-08-05 15:32:55.320000+00:00,LC08_013030_20160805,24.521666666666665,0.12040210407906794,1.5,0.0,24.494999999999997,6.0,24.494999999999997,24.521666666666665,0.12040210407906708,6.0
46,2_1_LC08_013030_20160922,17194,0.01,1474558387849.0,1.0035061,100.16894844159629,155.64857824,44.12501793,19.35315772169368,28.96704194000006,22.29355313692807,22.18123029089359,21.67982330000001,22.071124125501317,22.431961766409817,3.577275121950053,0.5262582991251756,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-09-22 15:33:07.849000+00:00,LC08_013030_20160922,21.705000000000002,0.1214495780149114,1.5,0.0,21.71,6.0,21.71,21.705,0.1214495780149122,6.0
50,2_1_LC08_013030_20170621,13946,38.01,1498059158099.0,1.0162964,81.24672298281386,134.26765186,64.43097667,3.2690985522443627,29.97193981999999,21.675725251054835,21.30765249738994,14.70364447999998,21.067705536509976,22.314804730507827,0.7099330662301165,1.0300587609809315,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-06-21 15:32:38.099000+00:00,LC08_013030_20170621,20.569999999999997,3.891802844472395e-15,1.5,0.0,20.57,6.0,20.57,20.57,0.0,6.0
51,2_1_LC08_013030_20170723,14942,50.68,1500823967646.0,1.0158982,87.04922808039616,136.58370464,60.94443102,6.524728293680512,31.26395137999998,25.66382128064114,25.55991745975825,23.173498040000027,25.44084298411729,25.81167321153471,1.764725717408386,0.6133769808458613,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-07-23 15:32:47.646000+00:00,LC08_013030_20170723,24.116666666666664,0.010327955589886225,1.5,0.0,24.11,6.0,24.11,24.116666666666664,0.010327955589885583,6.0
52,2_1_LC08_013030_20170824,8205,22.47,1503588778898.0,1.010927,47.80075735508301,146.22676986,53.44886176,9.305531638349631,27.58616186000006,21.57629712422288,21.560827475439112,18.463466480000022,21.31330795764178,21.943897112150932,0.634443205107617,0.5079057982669034,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-08-24 15:32:58.898000+00:00,LC08_013030_20170824,22.544999999999998,0.027386127875257658,1.5,0.0,22.55,6.0,22.55,22.545,0.02738612787525768,6.0
53,2_1_LC08_013030_20170909,4506,61.93,1504971180361.0,1.0070687,26.251092339062044,151.60365988,48.5586222,4.977101903488219,22.33266512,17.653505737628663,17.678736241962092,14.218285640000031,17.310337445715156,18.18164388695175,-0.2885211535559371,0.6314128374380877,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-09-09 15:33:00.361000+00:00,LC08_013030_20170909,18.755000000000003,0.008366600265342063,1.5,0.0,18.76,6.0,18.76,18.755,0.008366600265342083,6.0
54,2_1_LC08_013030_20170925,17164,3.35,1506353585620.0,1.0027526,99.99417419166907,156.37240745,43.16117086,6.691947366381989,30.371848160000013,24.644604574388936,24.56536332314631,22.749663560000045,24.312135662236127,24.93467658465335,1.7265747811706291,0.761672188631187,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-09-25 15:33:05.620000+00:00,LC08_013030_20170925,21.326666666666664,0.2977023121621101,1.5,0.0,21.32,6.0,21.32,21.326666666666664,0.2977023121621116,6.0
55,2_1_LC08_013030_20171011,8309,67.15,1507735990633.0,0.9981547,48.406641421497234,160.11483282,37.56598033,1.4177410673829574,19.170996619999983,14.652472301062062,15.938533118936444,-0.0040955800000119,13.44099089098932,16.938096191356447,-1.4687718995724546,3.077212285100201,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-10-11 15:33:10.633000+00:00,LC08_013030_20171011,18.033333333333335,0.03204163957519368,1.5,0.0,18.045,6.0,18.045,18.033333333333335,0.03204163957519219,6.0
59,2_1_LC08_013030_20180523,17194,0.29,1527089508135.0,1.0125102,100.16894844159629,139.42024726,62.59185055,3.609613864028306,26.946992120000004,15.776044042483973,15.563421030308804,14.242211780000048,14.8174758512035,16.18173047436469,1.7723701311534916,1.5112796885620456,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-05-23 15:31:48.135000+00:00,LC08_013030_20180523,13.986666666666666,0.086216781042517,0.85,0.0,13.97,3.0,13.97,13.986666666666666,0.08621678104251612,3.0
60,2_1_LC08_013030_20180710,14205,24.33,1531236721766.0,1.016655,82.7556073405185,134.11927854,62.86432354,6.8918335651230525,36.12437582000001,25.0751825886496,24.93168914975685,12.779299219999984,24.563575306228763,25.686016793040068,0.3761624367359826,1.4227538436163378,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-07-10 15:32:01.766000+00:00,LC08_013030_20180710,23.965,0.20608250774871675,0.45,0.30983866769659335,23.85,6.0,23.85,23.965,0.20608250774871625,6.0
61,2_1_LC08_013030_20180827,7681,24.93,1535383945308.0,1.0102946,44.74803378968832,146.97596312,52.60094779,8.302647325982878,27.698956520000024,23.343784308256215,23.31243120915361,21.549938540000028,23.06482873141823,23.429226927939705,2.42075916358689,0.6403905167490679,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-08-27 15:32:25.308000+00:00,LC08_013030_20180827,23.290000000000003,0.26069138842700496,0.45,0.30983866769659335,23.130000000000003,6.0,23.130000000000003,23.290000000000003,0.2606913884270048,6.0
62,2_1_LC08_013030_20181014,17129,11.47,1539531163859.0,0.9974157,99.7902709000874,160.51838499,36.58507033,5.398591891516938,15.376994420000017,13.568580043797564,14.067241617417416,5.403212059999987,13.1878925178205,14.436733594516674,-2.1470169989576644,1.370309783616091,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-10-14 15:32:43.859000+00:00,LC08_013030_20181014,15.283333333333331,0.01527525231652011,0.85,0.0,15.28,3.0,15.28,15.283333333333333,0.015275252316520207,3.0
63,2_1_LC08_013030_20190526,10440,33.12,1558884754573.0,1.0130392,60.82143897465774,139.13906051,63.09598096,2.812261953562502,26.25313405999998,15.057919131380595,14.56266471857145,12.338374639999984,13.812428885348844,15.556959468001969,1.6918138832515404,2.179046347649507,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-05-26 15:32:34.573000+00:00,LC08_013030_20190526,12.365,0.035071355833500475,1.5,0.0,12.365,6.0,12.365,12.365,0.03507135583350034,6.0
64,2_1_LC08_013030_20190627,11877,31.28,1561649567056.0,1.0165905,69.19312554616953,133.9596474,64.19120022,3.358344892134098,32.17314470000002,22.6906005195107,22.68414759076061,17.12360264000006,22.186950842836783,23.313401573446317,0.4535568370700293,1.4792011512012546,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-06-27 15:32:47.056000+00:00,LC08_013030_20190627,21.820000000000004,0.20435263639111684,1.5,0.0,21.78,6.0,21.78,21.820000000000004,0.20435263639111764,6.0
65,2_1_LC08_013030_20190713,8534,26.46,1563031970218.0,1.016552,49.71744829595106,134.75528932,62.60385571,13.625153641969328,31.711712000000038,24.741418049191257,24.69084443212107,22.927400600000052,24.43921417005641,24.9324012776104,2.664132807364726,0.6269609430824152,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-07-13 15:32:50.218000+00:00,LC08_013030_20190713,24.92,0.13740451229854167,1.5,0.0,24.935000000000002,6.0,24.935000000000002,24.92,0.13740451229854128,6.0
66,2_1_LC08_013030_20190729,13477,15.71,1564414375848.0,1.0153943,78.514418875619,137.95031611,59.91697256,9.879912146633544,32.88751088000004,25.67720573482902,25.56244558663741,24.031421060000014,25.31886879493741,25.806860167449177,2.5380038718396465,0.7443120657919656,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-07-29 15:32:55.848000+00:00,LC08_013030_20190729,25.85166666666667,0.16928280085899672,1.5,0.0,25.869999999999997,6.0,25.869999999999997,25.85166666666667,0.16928280085899589,6.0
67,2_1_LC08_013030_20190814,9746,33.61,1565796781618.0,1.0130034,56.77832799300903,142.73684021,56.28906615,1.2089002143656886,32.908019000000024,23.563153177466017,24.19331605478716,15.29154391999998,22.31023414601235,24.680757066864587,-0.3023010716289652,1.7427181136892511,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-08-14 15:33:01.618000+00:00,LC08_013030_20190814,23.646666666666665,0.1430617582258327,1.5,0.0,23.625,6.0,23.625,23.646666666666665,0.14306175822583383,6.0
68,2_1_LC08_013030_20190830,15116,42.99,1567179185436.0,1.0097658,88.06291872997379,148.16000071,51.8490072,19.14768149445541,29.77027664000002,22.475236584353308,22.434515187389685,21.18079238000001,22.31405029543451,22.55711463401213,3.461261338888969,0.5807142748746196,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-08-30 15:33:05.436000+00:00,LC08_013030_20190830,22.81,0.03286335345030948,1.5,0.0,22.814999999999998,6.0,22.814999999999998,22.810000000000002,0.032863353450310745,6.0
